Sr.,Stock Name,Symbol,close,%_change,volume,Add Column
"339","Concord Biotech Ltd","CONCORDBIO","1,029.7","0.45%","2,84,835",""
"340","Infosys Limited","INFY","1,306.2","0.42%","1,02,08,682",""
"341","V-guard Industries Limited","VGUARD","324.05","0.42%","1,55,106",""
"342","Anthem Biosciences Ltd","ANTHEM","663.45","0.41%","1,17,446",""
"343","Tata Technologies Ltd","TATATECH","543.3","0.41%","6,40,027",""
"344","Kiocl Limited","KIOCL","344","0.38%","2,59,954",""
"345","Oracle Financial Services Software Limited","OFSS","7,017","0.35%","97,867",""
"346","Apollo Tyres Limited","APOLLOTYRE","410.9","0.35%","4,71,337",""
"347","Vedanta Limited","VEDL","690","0.34%","1,30,13,026",""
"348","Rail Vikas Nigam Ltd","RVNL","261.55","0.34%","84,09,559",""
"349","Mahindra & Mahindra Limited","M&M","3,021.6","0.33%","25,54,900",""
"350","Sansera Engineering Ltd","SANSERA","2,143.6","0.33%","2,16,635",""
"351","PCBL Ltd","PCBL","259.76","0.32%","18,90,676",""
"352","Siemens Energy India Ltd","ENRIN","2,620.2","0.31%","2,94,424",""
"353","TBO Tek Ltd","TBOTEK","1,096.5","0.31%","65,961",""
"354","Supreme Petrochem Ltd","SPLPETRO","734.55","0.31%","26,75,208",""
"355","Sammaan Capital Ltd","SAMMAANCAP","147.4","0.31%","1,09,85,051",""
"356","Emcure Pharmaceuticals Ltd","EMCURE","1,552.2","0.3%","1,96,795",""
"357","The India Cements Limited","INDIACEM","360","0.29%","2,39,124",""
"358","Trident Limited","TRIDENT","24.19","0.29%","76,89,669",""
"359","Aegis Vopak Terminals Ltd","AEGISVOPAK","170.12","0.28%","16,29,025",""
"360","Force Motors Ltd","FORCEMOT","21,183","0.27%","1,68,492",""
"361","OneSource Specialty Pharma Ltd","ONESOURCE","1,408.1","0.26%","1,30,050",""
"362","Lupin Limited","LUPIN","2,279.9","0.24%","7,92,605",""
"363","Dcm Shriram Limited","DCMSHRIRAM","1,134.2","0.24%","71,677",""
"364","Zydus Lifesciences Ltd","ZYDUSLIFE","866.3","0.24%","5,19,512",""
"365","CreditAccess Grameen Ltd","CREDITACC","1,180.6","0.23%","2,44,895",""
"366","Heg Limited","HEG","551.25","0.23%","14,88,718",""
"367","Shyam Metalics & Energy Ltd","SHYAMMETL","794.4","0.22%","2,25,185",""
"368","Caplin Point Laboratories Limited","CAPLIPOINT","1,569.1","0.21%","62,429",""
"369","Eternal Ltd","ETERNAL","232.2","0.21%","3,15,90,365",""
"370","Bharat Petroleum Corporation Limited","BPCL","278.7","0.2%","1,19,23,889",""
"371","Garden Reach Shipbuilders & Engineers Ltd","GRSE","2,259.5","0.19%","28,96,110",""
"372","Wockhardt Limited","WOCKPHARMA","1,273.9","0.19%","3,96,216",""
"373","Bharti Airtel Limited","BHARTIARTL","1,792.8","0.17%","81,83,498",""
"374","Canara HSBC Life Insurance Company Ltd","CANHLIFE","144.93","0.17%","3,27,754",""
"375","Indus Towers Ltd (Bharti Infratel)","INDUSTOWER","425.5","0.15%","38,68,647",""
"376","Blue Dart Express Limited","BLUEDART","4,899.3","0.12%","27,662",""
"377","Aia Engineering Limited","AIAENG","3,680.5","0.12%","36,537",""
"378","Vinati Organics Limited","VINATIORGA","1,310.5","0.11%","25,353",""
"379","Natco Pharma Limited","NATCOPHARM","1,028.55","0.1%","5,50,982",""
"380","Rubicon Research Ltd","RUBICON","775.65","0.1%","48,559",""
"381","LTIMindtree Ltd","LTM","4,307.4","0.08%","2,96,412",""
"382","Hcl Technologies Limited","HCLTECH","1,403.3","0.08%","21,34,581",""
"383","Godrej Industries Limited","GODREJIND","842.55","0.08%","1,07,201",""
"384","Vardhman Textiles Limited","VTL","537","0.07%","3,07,802",""
"385","Sun Pharmaceuticals Industries Limited","SUNPHARMA","1,694.6","0.06%","35,33,715",""
"386","Krishna Institute of Medical Sciences Ltd","KIMS","626.6","0.06%","2,74,583",""
"387","Info Edge (india) Limited","NAUKRI","994.3","0.05%","13,55,458",""
"388","Dr. Reddy's Laboratories Limited","DRREDDY","1,217.8","0.04%","10,99,471",""
"389","Elgi Equipments Limited","ELGIEQUIP","479.9","0.04%","9,39,942",""
"390","Lic Housing Finance Limited","LICHSGFIN","517.55","0.03%","11,02,363",""
"391","Colgate Palmolive (india) Limited","COLPAL","1,829.7","0.01%","3,49,804",""
"392","L&t Technology Services Limited","LTTS","3,346.5","-0.03%","78,445",""
"393","Bls International Services Limited","BLS","268.33","-0.03%","27,18,749",""
"394","Alembic Pharmaceuticals Limited","APLLTD","655.95","-0.04%","65,979",""
"395","Indian Oil Corporation Limited","IOC","134.05","-0.06%","2,53,56,388",""
"396","Petronet Lng Limited","PETRONET","254.52","-0.07%","23,65,626",""
"397","UTI Asset Management Company Ltd","UTIAMC","940.25","-0.1%","94,321",""
"398","Craftsman Automation Ltd","CRAFTSMAN","6,781.5","-0.11%","28,718",""
"399","Graphite India Limited","GRAPHITE","637.05","-0.11%","11,78,582",""
"400","R R Kabel Ltd","RRKABEL","1,331.8","-0.14%","83,805",""
"401","Akzo Nobel India Limited","AKZOINDIA","2,987.4","-0.15%","13,165",""
"402","Exide Industries Limited","EXIDEIND","298.8","-0.15%","12,81,718",""
"403","Jbm Auto Limited","JBMA","560.75","-0.17%","10,69,379",""
"404","Tata Capital Ltd","TATACAP","308","-0.18%","17,83,590",""
"405","Affle India Ltd","AFFLE","1,418.6","-0.21%","1,70,091",""
"406","Eris Lifesciences Ltd","ERIS","1,329.3","-0.21%","94,377",""
"407","TVS Holdings Ltd","TVSHLTD","13,952","-0.22%","19,534",""
"408","United Breweries Limited","UBL","1,481.7","-0.23%","98,455",""
"409","Aether Industries Ltd","AETHER","1,100.9","-0.23%","1,82,907",""
"410","Go Digit General Insurance Ltd","GODIGIT","319.95","-0.27%","1,87,974",""
"411","KPIT Technologies Ltd","KPITTECH","694.85","-0.28%","14,73,246",""
"412","Gujarat Fluorochemicals Ltd","FLUOROCHEM","3,194.1","-0.29%","28,004",""
"413","Tata Power Company Limited","TATAPOWER","383.85","-0.3%","66,91,437",""
"414","Fractal Analytics Ltd","FRACTAL","790.2","-0.31%","2,01,267",""
"415","Jindal Steel Ltd","JINDALSTEL","1,134","-0.34%","47,16,546",""
"416","Medplus Health Services Ltd","MEDPLUS","833.2","-0.34%","77,678",""
"417","Gujarat State Petronet Limited","GSPL","237.73","-0.35%","7,07,695",""
"418","Leela Palaces Hotels & Resorts Ltd","THELEELA","414.4","-0.36%","76,111",""
"419","Alkem Laboratories Limited","ALKEM","5,236.5","-0.41%","81,489",""
"420","Tilaknagar Industries Limited","TI","423.2","-0.42%","3,99,765",""
"421","Piramal Pharma Ltd","PPLPHARMA","141.54","-0.45%","27,96,146",""
"422","Jb Chemicals & Pharmaceuticals Limited","JBCHEPHARM","1,952","-0.46%","3,84,187",""
"423","360 ONE WAM Ltd","360ONE","929.45","-0.47%","27,43,646",""
"424","SBI Cards & Payment Services Ltd","SBICARD","635.1","-0.49%","19,17,090",""
"425","Triveni Turbine Limited","TRITURBINE","458.4","-0.49%","2,09,558",""
"426","Indegene Ltd","INDGN","470.25","-0.5%","7,63,852",""
"427","Godawari Power And Ispat Limited","GPIL","275.3","-0.52%","38,61,036",""
"428","Tenneco Clean Air India Ltd","TENNIND","528.65","-0.53%","4,94,872",""
"429","Hatsun Agro Product Limited","HATSUN","897.15","-0.54%","20,806",""
"430","Capri Global Capital Limited","CGCL","165.44","-0.54%","9,72,050",""
"431","L T Foods Ltd","LTFOODS","383.85","-0.57%","4,71,985",""
"432","Thermax Limited","THERMAX","3,276.6","-0.58%","68,087",""
"433","Basf India Limited","BASF","3,291.2","-0.6%","29,014",""
"434","Divi's Laboratories Limited","DIVISLAB","5,821","-0.61%","3,46,192",""
"435","Pg Electroplast Limited","PGEL","451.65","-0.62%","69,15,579",""
"436","Ceat Limited","CEATLTD","3,347.1","-0.63%","88,617",""
"437","BlackBuck Ltd","BLACKBUCK","569.85","-0.63%","2,30,334",""
"438","Jsw Steel Limited","JSWSTEEL","1,133.6","-0.67%","32,13,623",""
"439","Varun Beverages Limited","VBL","401","-0.67%","43,63,829",""
"440","Procter & Gamble Hygiene And Health Care Limited","PGHH","9,691","-0.68%","16,068",""
"441","Timken India Limited","TIMKEN","3,324.8","-0.69%","25,909",""
"442","Tega Industries Ltd","TEGA","1,715","-0.69%","20,651",""
"443","Asahi India Glass Limited","ASAHIINDIA","815.9","-0.69%","2,86,793",""
"444","KSB Ltd","KSB","832.15","-0.73%","2,11,473",""
"445","Astrazeneca Pharma India Limited","ASTRAZEN","7,768.5","-0.75%","10,814",""
"446","Travel Food Services Ltd","TRAVELFOOD","1,270.3","-0.77%","62,261",""
"447","Fine Organic Industries Ltd","FINEORG","4,329.1","-0.78%","12,220",""
"448","Eicher Motors Limited","EICHERMOT","6,596","-0.8%","9,71,230",""
"449","Navin Fluorine International Limited","NAVINFLUOR","5,843","-0.81%","1,33,973",""
"450","Motherson Sumi Wiring India Ltd","MSUMI","36.76","-0.84%","1,96,88,354",""
"451","Dabur India Limited","DABUR","413.7","-0.85%","28,59,076",""
"452","Jyoti CNC Automation Ltd","JYOTICNC","766.85","-0.87%","3,40,767",""
"453","Deepak Fertilizers And Petrochemicals Corporation Limited","DEEPAKFERT","983.55","-0.93%","3,65,139",""
"454","Gillette India Limited","GILLETTE","7,496.5","-0.94%","26,847",""
"455","Pfizer Limited","PFIZER","4,839.9","-0.97%","7,683",""
"456","Century Plyboards (india) Limited","CENTURYPLY","715.6","-0.97%","63,753",""
"457","Bharat Heavy Electricals Limited","BHEL","245.64","-1%","1,38,53,601",""
"458","Five-Star Business Finance Ltd","FIVESTAR","356.95","-1.01%","11,92,653",""
"459","Can Fin Homes Limited","CANFINHOME","814.2","-1.02%","1,44,783",""
"460","JSW Infrastructure Ltd","JSWINFRA","238.62","-1.09%","36,50,192",""
"461","Aarti Industries Limited","AARTIIND","404.2","-1.1%","11,23,512",""
"462","Hyundai Motor India Ltd","HYUNDAI","1,691.4","-1.17%","27,69,348",""
"463","Karur Vysya Bank Limited","KARURVYSYA","269.45","-1.17%","58,98,403",""
"464","3m India Limited","3MINDIA","29,385","-1.18%","6,077",""
"465","Ventive Hospitality Ltd","VENTIVE","567.45","-1.18%","91,002",""
"466","Amara Raja Energy & Mobility Ltd","ARE&M","719.35","-1.19%","7,13,548",""
"467","Sun Tv Network Limited","SUNTV","588.25","-1.19%","2,22,407",""
"468","Hitachi Energy India Ltd","POWERINDIA","25,015","-1.22%","1,30,996",""
"469","Chambal Fertilizers & Chemicals Limited","CHAMBLFERT","446.85","-1.23%","6,44,564",""
"470","Nlc India Limited","NLCINDIA","275","-1.29%","19,79,828",""
"471","Swiggy Ltd","SWIGGY","271.8","-1.29%","2,01,26,703",""
"472","Doms Industries Ltd","DOMS","2,324.9","-1.34%","54,928",""
"473","Mahindra & Mahindra Financial Services Limited","M&MFIN","281.25","-1.37%","62,71,999",""
"474","Max Healthcare Institute Ltd","MAXHEALTH","931.6","-1.38%","46,05,503",""
"475","Marico Limited","MARICO","750.55","-1.42%","24,50,748",""
"476","Abbott India Limited","ABBOTINDIA","25,895","-1.48%","8,267",""
"477","Sai Life Sciences Ltd","SAILIFE","944.65","-1.59%","5,10,586",""
"478","Birlasoft Ltd","BSOFT","364.75","-1.64%","8,46,671",""
"479","ZF Commercial Vehicle Control System India Ltd","ZFCVINDIA","13,744","-1.65%","21,548",""
"480","Oil India Limited","OIL","472.2","-1.66%","31,59,564",""
"481","Ratnamani Metals & Tubes Limited","RATNAMANI","2,217.2","-1.69%","18,696",""
"482","Anupam Rasayan India Ltd","ANURAS","1,243.6","-1.72%","1,25,737",""
"483","Ajanta Pharma Limited","AJANTPHARM","2,742.3","-1.75%","87,129",""
"484","Mangalore Refinery And Petrochemicals Limited","MRPL","178.94","-1.76%","58,27,483",""
"485","Bayer Cropscience Limited","BAYERCROP","4,673.7","-1.81%","9,033",""
"486","Inox India Ltd","INOXINDIA","1,219.8","-1.81%","1,06,983",""
"487","Cohance Lifesciences Ltd","COHANCE","301.7","-1.81%","20,13,390",""
"488","Oil & Natural Gas Corporation Limited","ONGC","281.85","-1.86%","2,44,49,779",""
"489","SKF India (Industrial) Ltd","SKFINDUS","2,233.2","-1.97%","10,830",""
"490","Astral Ltd","ASTRAL","1,522.8","-1.98%","10,78,191",""
"491","Kalpataru Projects International Ltd","KPIL","1,084.2","-1.98%","1,29,971",""
"492","AWL Agri Business Ltd","AWL","179.88","-2.08%","29,48,455",""
"493","Ipca Laboratories Limited","IPCALAB","1,456","-2.17%","2,34,598",""
"494","Linde India Limited","LINDEINDIA","7,133","-2.24%","54,886",""
"495","Endurance Technologies Limited","ENDURANCE","2,201.2","-2.25%","1,46,049",""
"496","Atul Limited","ATUL","6,149","-2.33%","17,885",""
"497","Central Mine Planning & Design Institute Ltd","CMPDI","152.3","-2.37%","6,84,788",""
"498","Star Health & Allied Insurance Company Ltd","STARHEALTH","458.55","-2.42%","5,57,504",""
"499","GE Vernova T&D India Ltd","GVT&D","3,723.1","-2.59%","6,39,297",""
"500","Tata Chemicals Limited","TATACHEM","634.25","-2.71%","11,05,418",""
"501","Jain Resource Recycling Ltd","JAINREC","450.35","-2.83%","17,35,648",""
"502","Carborundum Universal Limited","CARBORUNIV","827.75","-3.07%","4,73,344",""
"503","Reliance Industries Limited","RELIANCE","1,304.7","-3.39%","2,92,74,881",""
"504","Chennai Petroleum Corporation Limited","CHENNPETRO","980.85","-4.98%","30,43,704",""
"505","Irb Infrastructure Developers Limited","IRB","20.67","-5.18%","3,47,51,539",""
